rank,track_id,lead_genre,matched_genres,matched_tags,final_score,danceability_similarity,danceability_contribution,energy_similarity,energy_contribution,valence_similarity,valence_contribution,tempo_similarity,tempo_contribution,duration_ms_similarity,duration_ms_contribution,key_similarity,key_contribution,mode_similarity,mode_contribution,lead_genre_similarity,lead_genre_contribution,genre_overlap_similarity,genre_overlap_contribution,tag_overlap_similarity,tag_overlap_contribution
6918,dxVJproefOd5iOVk,rock,rock,alternative|rock,0.225308,0.72504,0.029002,0.59302,0.017791,0.0,0.0,0.652251,0.019568,0.0,0.0,0.0,0.0,0.26491,0.002649,0.0,0.0,0.281296,0.067511,0.306163,0.088787
6919,S9nYbv2tAhL0IMpy,rock,rock|alternative rock,rock|alternative,0.225288,0.93496,0.037398,0.13302,0.003991,0.391747,0.011752,0.0,0.0,0.178052,0.003561,0.0,0.0,0.26491,0.002649,0.0,0.0,0.321458,0.07715,0.306163,0.088787
6920,dhLk6TsovIf5kepd,garage rock,rock,rock|indie|alternative,0.225264,0.481627,0.019265,0.58698,0.017609,0.458413,0.013752,0.0,0.0,0.018218,0.000364,0.0,0.0,0.26491,0.002649,0.0,0.0,0.281296,0.067511,0.359013,0.104114
6921,ViMDfnbENa7isuOc,pop punk,rock|alternative rock,rock|alternative,0.225258,0.55496,0.022198,0.0,0.0,0.53492,0.016048,0.0,0.0,0.921315,0.018426,0.0,0.0,0.26491,0.002649,0.0,0.0,0.321458,0.07715,0.306163,0.088787
6922,hhqf9pDoiNNn4sRo,alternative rock,alternative rock|rock,rock|alternative,0.225197,0.971707,0.038868,0.0,0.0,0.09492,0.002848,0.316718,0.009502,0.245048,0.004901,0.024619,0.000492,0.26491,0.002649,0.0,0.0,0.321458,0.07715,0.306163,0.088787
6923,pMdgYE9VTAnYeiWz,indie rock,rock,indie|rock,0.22519,0.868293,0.034732,0.0,0.0,0.36508,0.010952,0.947482,0.028424,0.0,0.0,0.024619,0.000492,0.0,0.0,0.0,0.0,0.281296,0.067511,0.286481,0.083079
6924,r38azxVlSiKyvYp1,rock,rock,rock|alternative,0.22514,0.79496,0.031798,0.0,0.0,0.791747,0.023752,0.0,0.0,0.532148,0.010643,0.0,0.0,0.26491,0.002649,0.0,0.0,0.281296,0.067511,0.306163,0.088787
6925,ZkYtYcr87vmECTE7,rock,rock|alternative rock,rock,0.225137,0.378373,0.015135,0.49302,0.014791,0.888253,0.026648,0.515918,0.015478,0.384515,0.00769,0.024619,0.000492,0.0,0.0,0.0,0.0,0.321458,0.07715,0.233631,0.067753
6926,Z4dLlQ4vcLYnIWrA,indie rock,rock,indie|alternative|rock,0.225097,0.58504,0.023402,0.0,0.0,0.08508,0.002552,0.314251,0.009428,0.904518,0.01809,0.0,0.0,0.0,0.0,0.0,0.0,0.281296,0.067511,0.359013,0.104114
6927,Zp7eddlf3BbCFIum,rock,rock|alternative rock,rock|alternative,0.225096,0.87496,0.034998,0.62698,0.018809,0.0,0.0,0.0,0.0,0.135152,0.002703,0.0,0.0,0.26491,0.002649,0.0,0.0,0.321458,0.07715,0.306163,0.088787
6928,hwdBYpQU8PsLqOfX,rock,rock,rock,0.225089,0.938373,0.037535,0.499687,0.014991,0.0,0.0,0.959184,0.028776,0.293685,0.005874,0.0,0.0,0.26491,0.002649,0.0,0.0,0.281296,0.067511,0.233631,0.067753
6929,pLxbUtN5DnyCl7Jp,rock,rock|alternative rock,rock|alternative,0.225046,0.79496,0.031798,0.0,0.0,0.591747,0.017752,0.0,0.0,0.477948,0.009559,0.0,0.0,0.0,0.0,0.0,0.0,0.321458,0.07715,0.306163,0.088787
6930,nTyHfGCX6hYqBjAl,electronic,electronic|pop,electronic|pop|alternative,0.22504,0.708293,0.028332,0.0,0.0,0.0,0.0,0.750882,0.022526,0.792815,0.015856,0.0,0.0,0.0,0.0,0.0,0.0,0.285511,0.068523,0.309664,0.089803
6931,eMVTHC67JjlQXHFU,indie rock,rock,alternative|indie|rock,0.225004,0.808293,0.032332,0.0,0.0,0.0,0.0,0.596882,0.017906,0.0,0.0,0.024619,0.000492,0.26491,0.002649,0.0,0.0,0.281296,0.067511,0.359013,0.104114
6932,Tx4zFMRmea5oLJDH,chamber pop,rock|alternative rock,alternative|rock,0.224989,0.73496,0.029398,0.0,0.0,0.258413,0.007752,0.0,0.0,0.320585,0.006412,0.642048,0.012841,0.26491,0.002649,0.0,0.0,0.321458,0.07715,0.306163,0.088787
6933,rAX2sNcmYi9ClEtj,indie rock,rock|singer-songwriter,rock|singer-songwriter,0.224988,0.85496,0.034198,0.0,0.0,0.348253,0.010448,0.0,0.0,0.566348,0.011327,0.0,0.0,0.26491,0.002649,0.0,0.0,0.345976,0.083034,0.287351,0.083332
6934,HDdHAn6CFbKOsme4,rock,rock,rock|alternative,0.224984,0.61496,0.024598,0.0,0.0,0.821587,0.024648,0.647984,0.01944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.281296,0.067511,0.306163,0.088787
6935,mE2cBRO5douAH96W,folk,folk|singer-songwriter|rock,singer-songwriter|rock|70s,0.224909,0.59496,0.023798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,0.0,0.0,0.381808,0.091634,0.368371,0.106828
6936,R9Sg3B9ZyVtYTbBj,metal,rock,rock|alternative,0.22489,0.548293,0.021932,0.846353,0.025391,0.0,0.0,0.620682,0.01862,0.0,0.0,0.0,0.0,0.26491,0.002649,0.0,0.0,0.281296,0.067511,0.306163,0.088787
6937,JvD6WubC5p8aBpuK,rock,rock,indie|rock|alternative,0.224889,0.76504,0.030602,0.56698,0.017009,0.001587,4.8e-05,0.098518,0.002956,0.0,0.0,0.0,0.0,0.26491,0.002649,0.0,0.0,0.281296,0.067511,0.359013,0.104114
6938,hDscfE5jz70rxDkK,electronic,electronic|pop,electronic|pop,0.224883,0.211707,0.008468,0.679687,0.020391,0.60508,0.018152,0.924651,0.02774,0.0,0.0,0.642048,0.012841,0.0,0.0,0.0,0.0,0.285511,0.068523,0.237132,0.068768
6939,Em91uCHG0ehWyhx9,rock,rock,alternative|rock|indie,0.224831,0.83496,0.033398,0.0,0.0,0.18508,0.005552,0.0,0.0,0.070752,0.001415,0.642048,0.012841,0.0,0.0,0.0,0.0,0.281296,0.067511,0.359013,0.104114
6940,NzH9GxXXXyyBDfLf,rock,rock|alternative rock,rock|alternative,0.224813,0.861627,0.034465,0.0,0.0,0.0,0.0,0.415282,0.012458,0.465185,0.009304,0.0,0.0,0.26491,0.002649,0.0,0.0,0.321458,0.07715,0.306163,0.088787
6941,ePIYM5DxBoyqD94V,electronic,electronic|pop,electronic|dance|pop,0.224706,0.91496,0.036598,0.0,0.0,0.49492,0.014848,0.684216,0.020526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285511,0.068523,0.290384,0.084211
6942,dUngVEP6jpMx9YpS,rock,rock|alternative rock|folk,rock|alternative,0.224701,0.828293,0.033132,0.139687,0.004191,0.0,0.0,0.0,0.0,0.0,0.0,0.642048,0.012841,0.0,0.0,0.0,0.0,0.35729,0.08575,0.306163,0.088787
6943,y4dJA3MTmqerfraR,post-hardcore,electronic|rock|alternative rock,electronic|rock,0.224545,0.028293,0.001132,0.0,0.0,0.721587,0.021648,0.0,0.0,0.397252,0.007945,0.642048,0.012841,0.0,0.0,0.0,0.0,0.396483,0.095156,0.295943,0.085823
6944,4BDGU5V8BqrszSLh,indie rock,rock,indie|rock,0.2245,0.58504,0.023402,0.0,0.0,0.0,0.0,0.652118,0.019564,0.772718,0.015454,0.642048,0.012841,0.26491,0.002649,0.0,0.0,0.281296,0.067511,0.286481,0.083079
6945,N2Oa0NlSInYsAVXy,indie rock,rock,indie|rock,0.2245,0.58504,0.023402,0.0,0.0,0.0,0.0,0.652118,0.019564,0.772718,0.015454,0.642048,0.012841,0.26491,0.002649,0.0,0.0,0.281296,0.067511,0.286481,0.083079
6946,J1gRWETnsufryaYM,indie rock,rock|alternative rock,indie|rock,0.224455,0.778373,0.031135,0.246353,0.007391,0.541587,0.016248,0.315051,0.009452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.321458,0.07715,0.286481,0.083079
6947,lMeEMcn3RbJebB7C,indie pop,pop|electronic,pop|indie|alternative|electronic,0.224455,0.57496,0.022998,0.0,0.0,0.388253,0.011648,0.0,0.0,0.675385,0.013508,0.0,0.0,0.26491,0.002649,0.0,0.0,0.285511,0.068523,0.362514,0.105129
6948,cXeUV0o6sqmjmVvf,ambient,electronic|pop,indie|electronic|alternative|pop,0.224394,0.24504,0.009802,0.360313,0.010809,0.0,0.0,0.916051,0.027482,0.0,0.0,0.0,0.0,0.26491,0.002649,0.0,0.0,0.285511,0.068523,0.362514,0.105129
6949,VIB6QSQfOgwb5wct,rock,rock|alternative rock,alternative|rock|indie,0.224379,0.588293,0.023532,0.0,0.0,0.0,0.0,0.092616,0.002778,0.707818,0.014156,0.0,0.0,0.26491,0.002649,0.0,0.0,0.321458,0.07715,0.359013,0.104114
6950,l1mUyBwlNMAcPxd0,indie rock,rock,indie|rock,0.224337,0.808293,0.032332,0.0,0.0,0.0,0.0,0.805416,0.024162,0.705618,0.014112,0.024619,0.000492,0.26491,0.002649,0.0,0.0,0.281296,0.067511,0.286481,0.083079
6951,6Y2RIRq5wU6VJz0Y,rock,rock|alternative rock,rock|alternative,0.224316,0.658373,0.026335,0.200313,0.006009,0.0,0.0,0.0,0.0,0.659715,0.013194,0.642048,0.012841,0.0,0.0,0.0,0.0,0.321458,0.07715,0.306163,0.088787
6952,FwfpxqpQtCP8fn3M,folk,folk|singer-songwriter|rock,singer-songwriter|rock,0.224305,0.458373,0.018335,0.0,0.0,0.0,0.0,0.385251,0.011558,0.839852,0.016797,0.0,0.0,0.26491,0.002649,0.0,0.0,0.381808,0.091634,0.287351,0.083332
6953,BSGPUru3I73qo7wT,rock,rock,rock|indie,0.224282,0.738373,0.029535,0.73302,0.021991,0.0,0.0,0.248584,0.007458,0.602952,0.012059,0.0,0.0,0.26491,0.002649,0.0,0.0,0.281296,0.067511,0.286481,0.083079
6954,OhmzKoGN9YyhVmrZ,industrial,rock,rock,0.224274,0.658373,0.026335,0.0,0.0,0.858413,0.025752,0.749416,0.022482,0.589618,0.011792,0.0,0.0,0.26491,0.002649,0.0,0.0,0.281296,0.067511,0.233631,0.067753
6955,m0mui9dnbvgF4yQH,rock,rock,indie|alternative|rock,0.22427,0.591707,0.023668,0.246353,0.007391,0.0,0.0,0.719518,0.021586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.281296,0.067511,0.359013,0.104114
6956,AhtzCchbPAAq8V7d,rock,rock|alternative rock,indie|rock|alternative,0.22425,0.0,0.0,0.70698,0.021209,0.021587,0.000648,0.0,0.0,0.232718,0.004654,0.691285,0.013826,0.26491,0.002649,0.0,0.0,0.321458,0.07715,0.359013,0.104114
6957,fSZQDljgENVUxOYj,rock,rock,rock,0.224234,0.97496,0.038998,0.279687,0.008391,0.291747,0.008752,0.0,0.0,0.999385,0.019988,0.642048,0.012841,0.0,0.0,0.0,0.0,0.281296,0.067511,0.233631,0.067753
6958,je669oNDj9xYMLRu,rock,rock|alternative rock,rock|alternative,0.224223,0.87496,0.034998,0.45302,0.013591,0.23492,0.007048,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,0.0,0.0,0.321458,0.07715,0.306163,0.088787
6959,AKU7PaVADJOAB18X,indie rock,rock,indie|rock,0.224205,0.428293,0.017132,0.64698,0.019409,0.568253,0.017048,0.311349,0.00934,0.534315,0.010686,0.0,0.0,0.0,0.0,0.0,0.0,0.281296,0.067511,0.286481,0.083079
6960,NLzUGGa38R584cro,alternative rock,alternative rock|rock,rock|alternative,0.22419,0.708293,0.028332,0.0,0.0,0.668253,0.020048,0.0,0.0,0.361185,0.007224,0.0,0.0,0.26491,0.002649,0.0,0.0,0.321458,0.07715,0.306163,0.088787
6961,81EfMOGtLSCV4tca,rock,rock|alternative rock,rock|alternative,0.22415,0.75496,0.030198,0.0,0.0,0.0,0.0,0.417882,0.012536,0.641482,0.01283,0.0,0.0,0.26491,0.002649,0.0,0.0,0.321458,0.07715,0.306163,0.088787
6962,5Y8sFZPXaB6EWFRF,rock,rock|alternative rock,rock|alternative,0.224141,0.121627,0.004865,0.766353,0.022991,0.0,0.0,0.550749,0.016522,0.0,0.0,0.691285,0.013826,0.0,0.0,0.0,0.0,0.321458,0.07715,0.306163,0.088787
6963,3hud3qk9E9T2V7Mw,rock,rock,rock|alternative,0.224135,0.70504,0.028202,0.0,0.0,0.608253,0.018248,0.284882,0.008546,0.0,0.0,0.642048,0.012841,0.0,0.0,0.0,0.0,0.281296,0.067511,0.306163,0.088787
6964,tjyZkPIIEgUr3IqC,rock,rock,alternative|rock|indie,0.224114,0.828293,0.033132,0.0,0.0,0.0,0.0,0.0,0.0,0.193352,0.003867,0.642048,0.012841,0.26491,0.002649,0.0,0.0,0.281296,0.067511,0.359013,0.104114
6965,EVefRXM7entaOIM0,indie pop,rock,indie|alternative|rock,0.224109,0.001627,6.5e-05,0.119687,0.003591,0.70508,0.021152,0.640882,0.019226,0.290052,0.005801,0.0,0.0,0.26491,0.002649,0.0,0.0,0.281296,0.067511,0.359013,0.104114
6966,kchVO8YRspbSbqJa,indie pop,pop|electronic,indie|pop|electronic,0.22403,0.561627,0.022465,0.926353,0.027791,0.21492,0.006448,0.179718,0.005392,0.333348,0.006667,0.0,0.0,0.26491,0.002649,0.0,0.0,0.285511,0.068523,0.289982,0.084095
6967,Y4eMep7RqOPaYfFl,indie rock,rock,indie|rock,0.224009,0.258373,0.010335,0.573647,0.017209,0.821587,0.024648,0.0,0.0,0.904285,0.018086,0.024619,0.000492,0.26491,0.002649,0.0,0.0,0.281296,0.067511,0.286481,0.083079
6968,PwdeptVsr9z1iMsi,rock,rock,alternative|rock,0.223991,0.968293,0.038732,0.753647,0.022609,0.211747,0.006352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.281296,0.067511,0.306163,0.088787
6969,76R5bBztcEDc2TEI,rock,rock|alternative rock,alternative|rock|indie,0.223969,0.921627,0.036865,0.106353,0.003191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,0.0,0.0,0.321458,0.07715,0.359013,0.104114
6970,LgTXkahvnMOmbLCQ,rock,rock|alternative rock,alternative|rock|indie,0.223969,0.921627,0.036865,0.106353,0.003191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,0.0,0.0,0.321458,0.07715,0.359013,0.104114
6971,dAxAHRhkxDef9wxO,christian rock,rock|alternative rock,rock,0.223902,0.53496,0.021398,0.0,0.0,0.851747,0.025552,0.519118,0.015574,0.0,0.0,0.691285,0.013826,0.26491,0.002649,0.0,0.0,0.321458,0.07715,0.233631,0.067753
6972,MgLGAJDih8xYTgho,electronic,electronic|pop,electronic|pop|dance,0.223879,0.721627,0.028865,0.0,0.0,0.95492,0.028648,0.0,0.0,0.681585,0.013632,0.0,0.0,0.0,0.0,0.0,0.0,0.285511,0.068523,0.290384,0.084211
6973,fE0Tp5OYiYNSCgkH,indie rock,rock,rock,0.22387,0.868293,0.034732,0.720313,0.021609,0.858413,0.025752,0.0,0.0,0.193185,0.003864,0.0,0.0,0.26491,0.002649,0.0,0.0,0.281296,0.067511,0.233631,0.067753
6974,BXrNKlW3BFSVKxrf,electronic,electronic|rock,electronic|rock|alternative,0.223841,0.681627,0.027265,0.0,0.0,0.051747,0.001552,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,0.0,0.0,0.356321,0.085517,0.368475,0.106858
6975,Hb2TZalqHsQmP8gJ,indie rock,rock,indie|rock|alternative,0.223823,0.0,0.0,0.70698,0.021209,0.928253,0.027848,0.0,0.0,0.0,0.0,0.024619,0.000492,0.26491,0.002649,0.0,0.0,0.281296,0.067511,0.359013,0.104114
6976,FQGMy5orGpRiahCv,rock,rock|alternative rock,rock|alternative,0.223766,0.388293,0.015532,0.0,0.0,0.0,0.0,0.917318,0.02752,0.606382,0.012128,0.0,0.0,0.26491,0.002649,0.0,0.0,0.321458,0.07715,0.306163,0.088787
6977,b0oX6ylLdDoQJjuH,rock,rock|folk,rock,0.223761,0.88504,0.035402,0.0,0.0,0.681587,0.020448,0.713251,0.021398,0.0,0.0,0.0,0.0,0.26491,0.002649,0.0,0.0,0.317128,0.076111,0.233631,0.067753
6978,8UZBoyRDWgiXbbjJ,rock,rock|alternative rock,rock|alternative|indie,0.223752,0.0,0.0,0.0,0.0,0.0,0.0,0.899949,0.026998,0.0,0.0,0.642048,0.012841,0.26491,0.002649,0.0,0.0,0.321458,0.07715,0.359013,0.104114
6979,W2LOgsTY7m5hrlbh,rock,rock|alternative rock,alternative|rock|indie,0.223724,0.301627,0.012065,0.0,0.0,0.701587,0.021048,0.092416,0.002772,0.196285,0.003926,0.0,0.0,0.26491,0.002649,0.0,0.0,0.321458,0.07715,0.359013,0.104114
6980,XdXCse4hE2cEv0vM,electronic,electronic|rock,electronic|rock,0.223665,0.358373,0.014335,0.0,0.0,0.0,0.0,0.750016,0.0225,0.0,0.0,0.642048,0.012841,0.26491,0.002649,0.0,0.0,0.356321,0.085517,0.295943,0.085823
6981,jnW647yW6ftJnaic,indie rock,rock,indie|rock|alternative,0.223651,0.69496,0.027798,0.0,0.0,0.518413,0.015552,0.258251,0.007748,0.046382,0.000928,0.0,0.0,0.0,0.0,0.0,0.0,0.281296,0.067511,0.359013,0.104114
6982,0UXgJnUKjY6tqXnG,rock,rock|singer-songwriter,indie|rock|singer-songwriter,0.223589,0.0,0.0,0.0,0.0,0.0,0.0,0.747851,0.022436,0.840615,0.016812,0.0,0.0,0.26491,0.002649,0.0,0.0,0.345976,0.083034,0.340201,0.098658
6983,4jfzU2I9XsLAQoum,indie rock,rock,indie|alternative|rock,0.22355,0.17496,0.006998,0.173647,0.005209,0.87492,0.026248,0.0,0.0,0.541052,0.010821,0.0,0.0,0.26491,0.002649,0.0,0.0,0.281296,0.067511,0.359013,0.104114
6984,vuoEE8fLTIAV2wEe,rock,rock,indie|alternative|rock,0.223548,0.221627,0.008865,0.78698,0.023609,0.361587,0.010848,0.0,0.0,0.297618,0.005952,0.0,0.0,0.26491,0.002649,0.0,0.0,0.281296,0.067511,0.359013,0.104114
6985,OucyF52aDH5ZVCaO,folk,folk|pop|singer-songwriter,pop|singer-songwriter,0.223514,0.80504,0.032202,0.70698,0.021209,0.23492,0.007048,0.0,0.0,0.949848,0.018997,0.024619,0.000492,0.26491,0.002649,0.0,0.0,0.310998,0.07464,0.22854,0.066277
6986,tzKH1xLQoJGgwCd3,indie rock,rock|alternative rock,rock|indie,0.223507,0.488293,0.019532,0.526353,0.015791,0.0,0.0,0.827149,0.024814,0.0,0.0,0.024619,0.000492,0.26491,0.002649,0.0,0.0,0.321458,0.07715,0.286481,0.083079
6987,brtkhoVItbI4e0qS,classic rock,classic rock|rock,classic rock|rock,0.2235,0.048293,0.001932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,0.0,0.0,0.455267,0.109264,0.378122,0.109655
6988,k3NTr8EWUrVoOJch,post-punk,rock,rock,0.2235,0.938373,0.037535,0.87302,0.026191,0.0,0.0,0.722051,0.021662,0.009948,0.000199,0.0,0.0,0.26491,0.002649,0.0,0.0,0.281296,0.067511,0.233631,0.067753
6989,0dXFMiXybiKq1kvf,rock,rock|alternative rock,rock|alternative,0.223498,0.748293,0.029932,0.0,0.0,0.531747,0.015952,0.0,0.0,0.451385,0.009028,0.0,0.0,0.26491,0.002649,0.0,0.0,0.321458,0.07715,0.306163,0.088787
6990,QcB3fPKYaNV5Ip51,rock,rock,rock|alternative,0.223455,0.42504,0.017002,0.653647,0.019609,0.801587,0.024048,0.0,0.0,0.300285,0.006006,0.024619,0.000492,0.0,0.0,0.0,0.0,0.281296,0.067511,0.306163,0.088787
6991,tEtc22vAUtQqvv83,singer-songwriter,singer-songwriter|pop,singer-songwriter|pop,0.223454,0.901627,0.036065,0.653647,0.019609,0.848253,0.025448,0.0,0.0,0.368285,0.007366,0.0,0.0,0.26491,0.002649,0.0,0.0,0.275166,0.06604,0.22854,0.066277
6992,BKTsVNoNd4IKF41w,rock,rock|alternative rock,rock|alternative|indie,0.223414,0.57496,0.022998,0.0,0.0,0.638413,0.019152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.321458,0.07715,0.359013,0.104114
6993,LOnLIoFw7Ja1PF2c,rock,rock,rock,0.223392,0.72504,0.029002,0.0,0.0,0.868253,0.026048,0.785984,0.02358,0.342448,0.006849,0.0,0.0,0.26491,0.002649,0.0,0.0,0.281296,0.067511,0.233631,0.067753
6994,fr7KrwDgI50sFdCt,rock,rock|electronic,rock|electronic|dance|alternative,0.223326,0.151707,0.006068,0.226353,0.006791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,0.0,0.0,0.356321,0.085517,0.421727,0.122301
6995,CZodk8FZq75mt5j2,baroque pop,pop|electronic,pop|electronic,0.223293,0.90504,0.036202,0.0,0.0,0.601587,0.018048,0.750149,0.022504,0.329948,0.006599,0.0,0.0,0.26491,0.002649,0.0,0.0,0.285511,0.068523,0.237132,0.068768
6996,b0aCuSW8bjavPNBs,rock,rock,rock,0.223284,0.241627,0.009665,0.0,0.0,0.588253,0.017648,0.881682,0.02645,0.889115,0.017782,0.691285,0.013826,0.26491,0.002649,0.0,0.0,0.281296,0.067511,0.233631,0.067753
6997,xrAnbrTwjT7ZU86M,rock,rock,rock,0.223246,0.878373,0.035135,0.0,0.0,0.518413,0.015552,0.815149,0.024454,0.0,0.0,0.642048,0.012841,0.0,0.0,0.0,0.0,0.281296,0.067511,0.233631,0.067753
6998,VqKjeaqEaiCCXO7J,electronic,electronic|pop,electronic|pop,0.22323,0.958373,0.038335,0.0,0.0,0.70508,0.021152,0.881749,0.026452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285511,0.068523,0.237132,0.068768
6999,fi5YrspvvYd5E0ub,ambient,pop|electronic,pop|electronic|alternative,0.223189,0.41496,0.016598,0.96698,0.029009,0.571747,0.017152,0.0,0.0,0.105185,0.002104,0.0,0.0,0.0,0.0,0.0,0.0,0.285511,0.068523,0.309664,0.089803
7000,SEoCuO2NNlv7Wpav,rock,rock|classic rock,rock|classic rock,0.223177,0.0,0.0,0.053647,0.001609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,0.0,0.0,0.455267,0.109264,0.378122,0.109655
7001,GnuUU8WqqtJdkJUF,rock,rock|electronic,rock|electronic,0.223141,0.32504,0.013002,0.0,0.0,0.658413,0.019752,0.546616,0.016398,0.0,0.0,0.0,0.0,0.26491,0.002649,0.0,0.0,0.356321,0.085517,0.295943,0.085823
7002,C25U8Tt3Gm5UYJma,rock,rock|alternative rock,rock|alternative|indie,0.223136,0.728293,0.029132,0.0,0.0,0.271747,0.008152,0.055016,0.00165,0.014448,0.000289,0.0,0.0,0.26491,0.002649,0.0,0.0,0.321458,0.07715,0.359013,0.104114
7003,qGhkJRMBH9JQhPP8,rock,rock,indie|rock,0.223107,0.83496,0.033398,0.0,0.0,0.96508,0.028952,0.250584,0.007518,0.0,0.0,0.0,0.0,0.26491,0.002649,0.0,0.0,0.281296,0.067511,0.286481,0.083079
7004,MArG8kkxnIDp1gSF,rock,rock,rock|indie|alternative,0.223068,0.96504,0.038602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.642048,0.012841,0.0,0.0,0.0,0.0,0.281296,0.067511,0.359013,0.104114
7005,8apFgKotmScDcJru,rock,rock,rock|alternative|indie,0.223036,0.0,0.0,0.78698,0.023609,0.291747,0.008752,0.618616,0.018558,0.0,0.0,0.024619,0.000492,0.0,0.0,0.0,0.0,0.281296,0.067511,0.359013,0.104114
7006,sCJd3V2jttcz45xA,southern rock,rock,rock|alternative,0.223031,0.381627,0.015265,0.91302,0.027391,0.0,0.0,0.697851,0.020936,0.0,0.0,0.024619,0.000492,0.26491,0.002649,0.0,0.0,0.281296,0.067511,0.306163,0.088787
7007,RAG58wV8iEOOcLXF,rock,rock,indie|rock,0.223024,0.28504,0.011402,0.766353,0.022991,0.318413,0.009552,0.248384,0.007452,0.919385,0.018388,0.0,0.0,0.26491,0.002649,0.0,0.0,0.281296,0.067511,0.286481,0.083079
7008,sAecTvWhWQNw4eai,indie rock,rock,indie|alternative|rock,0.223016,0.74504,0.029802,0.0,0.0,0.61492,0.018448,0.0,0.0,0.0,0.0,0.024619,0.000492,0.26491,0.002649,0.0,0.0,0.281296,0.067511,0.359013,0.104114
7009,U8Nl22eOyDvOzEvB,gothic rock,rock,rock,0.223013,0.73496,0.029398,0.0,0.0,0.94508,0.028352,0.717416,0.021522,0.423848,0.008477,0.0,0.0,0.0,0.0,0.0,0.0,0.281296,0.067511,0.233631,0.067753
7010,14m0g1fq7yNRpcMQ,electronic,electronic|pop,electronic|pop|indie,0.222997,0.961627,0.038465,0.0,0.0,0.0,0.0,0.547482,0.016424,0.0,0.0,0.642048,0.012841,0.26491,0.002649,0.0,0.0,0.285511,0.068523,0.289982,0.084095
7011,QXauBLNUDtzQJzbw,rock,rock|alternative rock,indie|rock,0.222951,0.0,0.0,0.886353,0.026591,0.0,0.0,0.750949,0.022528,0.547685,0.010954,0.0,0.0,0.26491,0.002649,0.0,0.0,0.321458,0.07715,0.286481,0.083079
7012,INbx8AN0pzcA23k9,rock,rock,alternative|rock|indie,0.222915,0.668293,0.026732,0.0,0.0,0.201587,0.006048,0.0,0.0,0.793052,0.015861,0.0,0.0,0.26491,0.002649,0.0,0.0,0.281296,0.067511,0.359013,0.104114
7013,zyJu7gs3k27jatOH,electronic,electronic|pop,electronic|indie|pop,0.222913,0.318373,0.012735,0.953647,0.028609,0.718413,0.021552,0.0,0.0,0.237485,0.00475,0.0,0.0,0.26491,0.002649,0.0,0.0,0.285511,0.068523,0.289982,0.084095
7014,aoJru1rslrTxxAMe,rock,rock,rock|alternative,0.222908,0.588293,0.023532,0.0,0.0,0.808253,0.024248,0.0,0.0,0.941482,0.01883,0.0,0.0,0.0,0.0,0.0,0.0,0.281296,0.067511,0.306163,0.088787
7015,UKSZfdlTR6ip7cix,rock,rock,alternative|rock|indie,0.222895,0.0,0.0,0.56698,0.017009,0.0,0.0,0.740051,0.022202,0.470518,0.00941,0.0,0.0,0.26491,0.002649,0.0,0.0,0.281296,0.067511,0.359013,0.104114
7016,cf6sJ8Tl2Co4BtzM,rock,rock,indie|alternative|rock,0.222894,0.721627,0.028865,0.0,0.0,0.298413,0.008952,0.181718,0.005452,0.242952,0.004859,0.024619,0.000492,0.26491,0.002649,0.0,0.0,0.281296,0.067511,0.359013,0.104114
7017,X4f1Ipa9gzy4EDm2,indie pop,rock,indie|rock,0.222872,0.801627,0.032065,0.539687,0.016191,0.15492,0.004648,0.236282,0.007088,0.482052,0.009641,0.0,0.0,0.26491,0.002649,0.0,0.0,0.281296,0.067511,0.286481,0.083079
7018,GgYm3Hq79IaUw6CX,psychedelic rock,psychedelic rock|rock,indie|rock,0.22276,0.401627,0.016065,0.0,0.0,0.811747,0.024352,0.679616,0.020388,0.0,0.0,0.024619,0.000492,0.26491,0.002649,0.0,0.0,0.315562,0.075735,0.286481,0.083079
7019,xQLFvSOCvkkQomD0,rock,rock,alternative|rock,0.222758,0.0,0.0,0.60698,0.018209,0.93492,0.028048,0.585118,0.017554,0.0,0.0,0.0,0.0,0.26491,0.002649,0.0,0.0,0.281296,0.067511,0.306163,0.088787
