id,spotify_id,artist,song,album_name,release,duration_ms,popularity,danceability,energy,key,mode,valence,tempo,tags,genres,lang,track_id
R4wCHGi7hFWd2N7b,36EPiGjD3gbFllepV67Wet,Soccer Mommy,last girl,Clean,2018,215100,43.000000,0.473000,0.634000,0,1,0.539000,120.571000,"be-my-baby drum,singer-songwriter,indie pop,lo-fi","singer-songwriter,indie pop,lo-fi",en,R4wCHGi7hFWd2N7b
R5KI7spsElv0O5uT,0ChK4BvFmiWSROHT2ZyhM6,Emma Ruth Rundle,Control,On Dark Horses,2018,250380,29.000000,0.408000,0.593000,0,1,0.262000,121.993000,"2018,folk,drone,ambient","folk,drone,ambient",en,R5KI7spsElv0O5uT
R5RjYZZSYeNCXXWL,7CGnQJQHfdcgyy9kW77J1H,Swans,God Loves America,Love of Life (Deluxe),2015,223427,4.000000,0.480000,0.655000,0,1,0.292000,101.950000,"post-punk,psychedelic rock,ambient,alternative","post-punk,psychedelic rock,ambient",en,R5RjYZZSYeNCXXWL
R5TvyN98OhHeS4TX,2madhIZgRsvGBGyjSOnlMl,San Cisco,Magic,Gracetown,2015,218265,36.000000,0.684000,0.663000,11,0,0.558000,85.013000,"2015,indie pop,australian,indie,indie rock","indie pop,indie rock",en,R5TvyN98OhHeS4TX
R6JI7axSsm6XcqNN,4ASlnCp3sDLLFARiVGYYdw,Tunng,Dark Heart,Songs You Make at Night,2018,256000,17.000000,0.711000,0.554000,11,0,0.715000,132.014000,"folk,folktronica,electronic,indie","folk,folktronica,electronic",en,R6JI7axSsm6XcqNN
R6Ocdq5dZykZHz9S,53nWSlI6hUndmhgGSLUvhe,JoJo,Demonstrate,Demonstrate (2018),2018,196093,41.000000,0.460000,0.611000,11,0,0.416000,119.849000,"pop,female vocalists,girl power,&lt;3,you go girl,damn that voice",pop,en,R6Ocdq5dZykZHz9S
R6TpzhV8LTiHe5ii,5YMypqZz3fJAoltYpBLzTW,Lamb,Illumina,Illumina,2017,228061,30.000000,0.588000,0.663000,5,1,0.492000,146.018000,"trip-hop,electronic,played",electronic,en,R6TpzhV8LTiHe5ii
R6Ubtt0RW0nj3sgb,3eXXcGXGrTbGAZ7V5pU6i8,Jaymes Young,Sugar Burn,Feel Something,2017,211600,38.000000,0.640000,0.642000,5,1,0.616000,168.058000,"indie,alternative,folk,electropop,electronic,indie pop","folk,electropop,electronic,indie pop",en,R6Ubtt0RW0nj3sgb
R72cluwT588OFb8r,0Ec18sdFkqyVjS4uKydpcC,Jonas Brothers,6 Minutes,Music From Chasing Happiness,2019,186480,43.000000,0.588000,0.792000,7,1,0.878000,148.007000,"pop,jonas brothers,songs with numbers in the title",pop,en,R72cluwT588OFb8r
R76xbekV2PCJWnAS,1VsSQedMSx7dw5cxJJ5QA9,TiRon & Ayomari,It's a Trip,WET: the Wonderful Ego Trip,2017,202115,39.000000,0.649000,0.556000,7,1,0.552000,95.032000,"rap,hip-hop,hip hop,underground hip-hop","rap,hip hop",en,R76xbekV2PCJWnAS
R7E15mnrakSYbY96,6Ouo7RFKvOlLGVWt361sH4,Primus,Jilly's On Smack,Green Naugahyde,2011,397000,28.000000,0.627000,0.916000,1,1,0.416000,121.222000,"primus,progressive rock,funk metal,alternative rock","progressive rock,funk metal,alternative rock",en,R7E15mnrakSYbY96
R7YoNBbJYL3MAPKI,6dg3YP9BFBaNusHrIPmOtb,Jessica Sutta,Show Me,Show Me,2011,224053,20.000000,0.593000,0.778000,2,1,0.586000,127.879000,"dance,pop",pop,en,R7YoNBbJYL3MAPKI
R7cTKkx7yx0VGNGs,2i0AUcEnsDm3dsqLrFWUCq,Hot Chelle Rae,Tonight Tonight,Whatever,2011,200467,69.000000,0.686000,0.783000,4,1,0.814000,99.978000,"pop,catchy,love at first listen,rock","pop,rock",en,R7cTKkx7yx0VGNGs
R7iJ9Acy4vSH0SCg,1hOXSFfC5OiDPFOS0TLQr9,Bridgit Mendler,Temperamental Love,Temperamental Love,2017,152244,34.000000,0.571000,0.691000,7,0,0.527000,119.680000,"pop,disney,female vocalists,pop rock,teen pop","pop,disney,pop rock,teen pop",en,R7iJ9Acy4vSH0SCg
R7ySis5OJIxfciBq,2ZnMVeWpNZVVtsFEpqREwz,Boy,Fear,We Were Here,2015,186853,17.000000,0.606000,0.769000,6,1,0.579000,121.015000,"indie,folk,pop,germany,sneeuwpop","folk,pop",en,R7ySis5OJIxfciBq
R8Og4DMalxLzZrLK,0PH9AxRz8L7koq9CfrWP5m,Melanie Martinez,Bittersweet Tragedy,Dollhouse EP,2014,287027,48.000000,0.289000,0.641000,1,0,0.200000,84.252000,"alternative,indie,dark,lana del rey,pop,indie,female vocalists",pop,en,R8Og4DMalxLzZrLK
R8RX2nT2vRPTw0ZG,1OWSsdbAXFyPDo6khogqAW,Greta Van Fleet,"Lover, Leaver",Anthem Of The Peaceful Army,2018,214987,59.000000,0.496000,0.924000,9,1,0.594000,91.882000,"hard rock,rock,blues rock,led zeppelin","hard rock,rock",en,R8RX2nT2vRPTw0ZG
R9NlVpLiWKulj8l0,08Wcr2MDGiTT1ryXduUgXH,Leagues,Dance With Me,Alone Together,2016,254187,24.000000,0.592000,0.895000,11,0,0.399000,91.989000,"indie,hardcore,deathcore,indie rock,indie,hardcore,deathcore","hardcore,deathcore,indie rock,hardcore,deathcore",en,R9NlVpLiWKulj8l0
R9Sg3B9ZyVtYTbBj,1GErN8jdWT0mLD3I0XH6xv,Marilyn Manson,Threats of Romance,Heaven Upside Down,2017,277560,41.000000,0.513000,0.634000,0,1,0.210000,126.945000,"metal,rock,industrial metal,alternative,industrial,industrial rock","metal,rock,industrial metal,industrial,industrial rock",en,R9Sg3B9ZyVtYTbBj
R9XHZGRyJiub0EUd,40925eQsYNipgixK9UGHxw,Richie Kotzen,You Can't Save Me,The Essential Richie Kotzen,2014,257707,39.000000,0.607000,0.478000,4,0,0.358000,135.731000,"hard rock,rock,guitar,singer-songwriter","hard rock,rock,singer-songwriter",en,R9XHZGRyJiub0EUd
R9hKq4ckmU6H7z4w,5HEoFTnu7lSHRAVc2PYln5,Kylie Minogue,Christmas Isn't Christmas 'til You Get Here,Kylie Christmas,2015,182680,13.000000,0.593000,0.742000,1,0,0.356000,90.972000,"pop,christmas,female vocalists,christmas songs",pop,en,R9hKq4ckmU6H7z4w
RAG58wV8iEOOcLXF,0LCerReea15fCNIcssJJaQ,Girls,Saying I Love You,"Father, Son, Holy Ghost",2011,238573,18.000000,0.688000,0.646000,2,1,0.611000,109.981000,"indie,rock",rock,en,RAG58wV8iEOOcLXF
RAHPaKzr714f5SE0,2s7XNilmhCiXJBbcKBCoLY,Car Seat Headrest,Misheard Lyrics (Feat. Nora Knight),Monomania,2013,338000,20.000000,0.558000,0.441000,2,1,0.395000,120.009000,"lo-fi,indie,noise pop,indie rock,lo-fi,indie,noise pop","lo-fi,noise pop,indie rock,lo-fi,noise pop",en,RAHPaKzr714f5SE0
RAIzc2r65R36D1Ni,4aY4LmsgKlxzFOAxBgXrP2,Dave Matthews Band,Belly Belly Nice,Away From The World (Deluxe Version),2012,233387,39.000000,0.627000,0.869000,11,0,0.914000,106.967000,"alternative rock,10s,moja energia",alternative rock,en,RAIzc2r65R36D1Ni
RAevVHOFlOPFyOBR,5WpLfhGebLyJOSM4xkW6qP,Rina Sawayama,Time Out (Interlude),RINA,2017,60322,32.000000,0.582000,0.770000,7,0,0.961000,144.873000,"pop,rnb,electropop,japanese","pop,electropop",en,RAevVHOFlOPFyOBR
RAvSUbuzdHNUQKlg,3EEHhK9WJzs9y0XMjN40SX,Skillet,Hard To Find,Rise (Deluxe),2013,228187,37.000000,0.467000,0.889000,11,1,0.564000,153.978000,"christian rock,rock","christian rock,rock",en,RAvSUbuzdHNUQKlg
RB1m6cP0eRTLZE0h,26IWqEwqG8q1uiWd21G6Ww,Hellogoodbye,S'only Natural - Single Edit,S'only Natural,2018,188853,30.000000,0.837000,0.497000,6,1,0.960000,120.028000,"american,2018 single,indie,powerpop,pop",pop,en,RB1m6cP0eRTLZE0h
RB8tJ4J0n5QMgUa1,34ef6mxzZFMc5CLY2T6OCC,First Aid Kit,To a Poet,The Lion's Roar (iTunes Bonus Track Version),2012,344000,27.000000,0.370000,0.415000,5,0,0.414000,91.263000,"folk,swedish,indie",folk,en,RB8tJ4J0n5QMgUa1
RBHk1AwxQPImmEZp,07BuyVse8pYAWd9DXD7B2D,Hollywood Undead,Day of the Dead,Day Of The Dead,2015,235240,59.000000,0.537000,0.970000,6,0,0.581000,86.044000,"rapcore,rock,alternative,emo","rock,emo",en,RBHk1AwxQPImmEZp
RBOscgMU4HMgEQIB,0BeBYa53MXh2aQmzc64BHd,Evanescence,The Last Song I'm Wasting on You,Lost Whispers,2016,247060,43.000000,0.343000,0.253000,9,0,0.236000,79.315000,"piano,rock,female vocalists,gothic rock,evanescence,gothic rock,rock,female vocalists","rock,gothic rock,gothic rock,rock",en,RBOscgMU4HMgEQIB
RBganCZTcS9wOc96,1Q3b1hbBa2c25I3xju8zez,Demi Lovato,Mistake,Unbroken,2011,213360,35.000000,0.569000,0.805000,2,1,0.586000,160.016000,"pop,demi lovato,pop,pop rock,female vocalists","pop,pop,pop rock",en,RBganCZTcS9wOc96
RC0gckNsBeV2RPSs,703l4TjoIwrAfQR3qXfk7p,SKYND,Elisa Lam,Elisa Lam,2018,243569,32.000000,0.501000,0.823000,7,1,0.232000,135.978000,"industrial,electronic,industrial metal,industrial rock,darkwave,industrial,electronic,industrial metal","industrial,electronic,industrial metal,industrial rock,industrial,electronic,industrial metal",en,RC0gckNsBeV2RPSs
RCEiIWSDIrYysH6H,20DDXB1K4n2OIeZ60tvscb,Little Mix,Clued Up,Get Weird (Deluxe),2015,246160,41.000000,0.578000,0.533000,4,0,0.899000,164.108000,"pop,sounds like taylor swift,jessie j",pop,en,RCEiIWSDIrYysH6H
RCEtPqtfCg0R4aMB,5GPWNfDFBX0neLQxkXvfCn,Pond,Sitting Up On Our Crane,Man It Feels Like Space Again,2015,360485,34.000000,0.431000,0.672000,2,0,0.235000,90.014000,"psychedelic,rock",rock,en,RCEtPqtfCg0R4aMB
RCGLlYCigkopKd7D,2r9j0LiLd3124QbmmLhym9,Angels & Airwaves,Surrender,"Love, Pt. 1 & 2",2011,270229,42.000000,0.554000,0.929000,11,1,0.517000,139.984000,"alternative rock,space rock,alternative","alternative rock,space rock",en,RCGLlYCigkopKd7D
RCGoKXm8xWmGyM1S,03DqdkFte1sPKkvbyL4lLm,Thrice,Wake Up,To Be Everywhere Is To Be Nowhere,2016,247195,36.000000,0.462000,0.810000,0,1,0.327000,118.598000,"post-hardcore,rock,alternative rock,hardcore,punk,post-grunge","post-hardcore,rock,alternative rock,hardcore,punk,post-grunge",en,RCGoKXm8xWmGyM1S
RCHDsIPf8rEPDMCs,6hubiasSMCpOCrcCbHDGTm,DROELOE,Looking Back,Looking Back,2018,215600,51.000000,0.624000,0.658000,6,1,0.361000,74.964000,"electronic,dutch,trap,future bass",electronic,en,RCHDsIPf8rEPDMCs
RCu0xJG7l5f5K7LT,3HexAVJ5jxEx8vKqdS8amz,The Royal Concept,Up All Night,Up All Night,2019,237017,24.000000,0.654000,0.717000,9,1,0.460000,117.008000,"indie pop,indie,swedish,indie rock,alternative","indie pop,indie rock",en,RCu0xJG7l5f5K7LT
RDZS2m6K2WQ4z3mX,6coctNpy8rPSkv59sndEo5,Delta Goodrem,Wings,Wings of the Wild,2016,205751,42.000000,0.632000,0.885000,9,0,0.355000,120.003000,"australian,2015 single,pop,uplifting",pop,en,RDZS2m6K2WQ4z3mX
REEH3X8Bx6JqnlGC,2bngeqrs5jE6UioSsDX3MV,Twin Shadow,Golden Light,Confess,2012,277853,29.000000,0.590000,0.724000,2,1,0.207000,115.952000,"2012,pop,new wave,electronic,dream pop,new wave","pop,new wave,electronic,dream pop,new wave",en,REEH3X8Bx6JqnlGC
REEyqJlnFNOqEqUO,6FPQabaldvKE5cjqRfY9Os,Bruno Mars,Money Make Her Smile,Unorthodox Jukebox,2012,203973,52.000000,0.754000,0.677000,0,1,0.780000,93.022000,"pop,american,best of 2012,bruno mars",pop,en,REEyqJlnFNOqEqUO
REyWmULCT3PPskIv,49xnMm8NbPCbSkviIhjSQF,Niki & the Dove,You Want The Sun,Everybody's Heart Is Broken Now (Deluxe Version),2017,211547,49.000000,0.908000,0.675000,5,0,0.781000,120.071000,"favorites 2016,electronic,swedish,female vocalists",electronic,en,REyWmULCT3PPskIv
RF8GyQhiZav6OvpW,4NTWZqvfQTlOMitlVn6tew,Lupe Fiasco,The Show Goes On,Lasers,2011,239613,65.000000,0.591000,0.889000,7,1,0.650000,143.067000,"hip-hop,alternative hip hop,lupe fiasco,rap","alternative hip hop,rap",en,RF8GyQhiZav6OvpW
RF8HQ8BQdNJ3nIi9,0rRjGruFonCGOt0S5zAJNQ,Glass Animals,The Other Side of Paradise,How To Be A Human Being,2016,320654,63.000000,0.689000,0.338000,11,0,0.568000,128.012000,"pop,fip,tords favorites",pop,en,RF8HQ8BQdNJ3nIi9
RF8hmPNXXsXhLrOy,2feU3FmmtVqQpefx0GoxrJ,3 Doors Down,Goodbyes,The Greatest Hits,2012,230600,42.000000,0.480000,0.868000,0,1,0.408000,136.048000,"alternative rock,rock","alternative rock,rock",en,RF8hmPNXXsXhLrOy
RFEwfTY59MuM42mP,094ZBdI5mceJGnvdknfwL8,Pillar Point,Dove,Marble Mouth,2016,274320,45.000000,0.737000,0.784000,0,1,0.642000,117.996000,"2016 releases,electronic",electronic,en,RFEwfTY59MuM42mP
RFXzwrGIZHaSYbY6,0g21KZ1XJuhwexWPLpuEt1,Bülow,You & Jennifer,Damaged Vol. 2,2018,159453,56.000000,0.752000,0.698000,11,1,0.347000,132.058000,pop,pop,en,RFXzwrGIZHaSYbY6
RFoM2qOK6wIKrzVC,5YTtTbqxUzJHD3CpbNHerP,Colbie Caillat,All of You,All Of You,2011,231213,62.000000,0.629000,0.793000,9,1,0.587000,95.983000,"pop,folk","pop,folk",en,RFoM2qOK6wIKrzVC
RGAGCaCBTdMcFMMU,4C2aiAVTTVyZbCQZst5Xu1,Roo Panes,Little Giant,Little Giant,2014,241720,62.000000,0.473000,0.317000,2,1,0.132000,139.899000,"folk,acoustic,singer-songwriter,indie,british,hairy chest","folk,singer-songwriter",en,RGAGCaCBTdMcFMMU
RGIyD3MK4AeNjHfQ,6NZ9Lp3U2gPYovMfPFOaIy,The Flashbulb,The Fear Of Vision,Nothing Is Real,2014,183120,28.000000,0.427000,0.182000,10,1,0.172000,170.022000,"idm,electronic,breakcore,2014,experimental,ambient","electronic,breakcore,experimental,ambient",en,RGIyD3MK4AeNjHfQ
RGpphp84Jsn8R9Y6,63u2ijOPQbhaNvyULeNpyY,Cher,I Hope You Find It,Closer To The Truth (Deluxe Version),2013,226387,35.000000,0.488000,0.680000,10,1,0.111000,137.865000,"pop,ballad",pop,en,RGpphp84Jsn8R9Y6
RH7kiiEVqGqpHBuw,3DGhh81xQjfXOyT7hPdCxe,Don Broco,Further,Automatic,2016,266493,26.000000,0.301000,0.895000,6,1,0.674000,105.095000,"rock,post-hardcore,alternative rock,hardcore,pop,pop rock","rock,post-hardcore,alternative rock,hardcore,pop,pop rock",en,RH7kiiEVqGqpHBuw
RHDA4aBn5UNDkdAj,3zW8xAPCG5se4Zo1Ndjilt,Miley Cyrus,Lighter,Miley Cyrus & Her Dead Petz,2015,319107,39.000000,0.667000,0.451000,11,1,0.202000,89.995000,"pop,indie,alternative,alternative pop,experimental,ballad","pop,alternative pop,experimental",en,RHDA4aBn5UNDkdAj
RHDk70TrrzZTTAWp,6B9cqNooxIyPfr3P5EB8LA,Arlissa,Hearts Ain't Gonna Lie,"Hearts Ain't Gonna Lie (Remixes, Pt. 1)",2018,238451,64.000000,0.616000,0.835000,6,0,0.571000,117.863000,"pop,alternative,female vocalists,folk","pop,folk",en,RHDk70TrrzZTTAWp
RHJ8EAssjsH72NOp,5aS4MIJybGAEHxHCQ5BHaW,Xavier Wulf,Dead Dragon,Tundra Boy Season 2,2016,142272,28.000000,0.693000,0.440000,10,0,0.407000,134.924000,"cloud rap,hip-hop,rap,truth",rap,en,RHJ8EAssjsH72NOp
RIIrECceX0sFLExe,1L8UB3t6kAR26nrdn3kYDq,Fifth Harmony,Going Nowhere,Reflection (Deluxe),2015,214173,44.000000,0.615000,0.861000,10,1,0.682000,165.914000,"pop,upbeat",pop,en,RIIrECceX0sFLExe
RJOsnbZAjzVLC9Od,6D2Sgr1MEJjiwKHGl3GDxv,Nicki Minaj,Young Forever,Pink Friday ... Roman Reloaded (Deluxe),2012,186707,35.000000,0.635000,0.827000,4,1,0.410000,150.085000,"hip-hop,love,pop,hip hop","pop,hip hop",en,RJOsnbZAjzVLC9Od
RJwD0h7yD9HUuTXg,01jIO8SJFnpSiNLH1JaBZ5,Jacquees,You,4275 (Bonus Version),2018,217387,69.000000,0.735000,0.453000,8,0,0.335000,115.002000,"rnb,jacquees,rnb,jacquees,pop",pop,en,RJwD0h7yD9HUuTXg
RK5hhXGJdLFgDMpd,5drQ3VnyQh5Yid5YVzRZQs,Gazelle Twin,Old Thorn,Pastoral,2018,125631,11.000000,0.629000,0.824000,11,1,0.461000,124.974000,"electronic,avant-garde,female vocalists,lo-fi,experimental,electronic,avant-garde,female vocalists","electronic,avant-garde,lo-fi,experimental,electronic,avant-garde",en,RK5hhXGJdLFgDMpd
RKk31TsJl7hSYvPu,7pvsFsHVX26GoIAEtaBv88,My Morning Jacket,Holdin On To Black Metal,Circuital,2011,259333,34.000000,0.459000,0.855000,2,1,0.849000,108.952000,"indie rock,rock,2011,10s","indie rock,rock",en,RKk31TsJl7hSYvPu
RKsryYl1tChci3tY,0leJYiYyZE6jjXCEVYUQAm,Badflower,Heroin,"OK, I'M SICK",2019,281227,56.000000,0.503000,0.709000,11,1,0.120000,143.113000,"rock,indie,alternative rock,american","rock,alternative rock",en,RKsryYl1tChci3tY
RKwkKPcuPrqoJquj,7yakTfKYlwOGtQJqVBIuoJ,Troye Sivan,She's 22,The June Haverly EP,2012,189363,40.000000,0.461000,0.062200,10,0,0.115000,134.445000,"pop,indie pop,indie,male vocalists,alternative","pop,indie pop",en,RKwkKPcuPrqoJquj
RLN1ZXf6uo75GKLo,4P7GisEDBlksXL44XSQfxu,Blair St. Clair,Now or Never (Remix),Call My Life,2018,225672,19.000000,0.365000,0.874000,8,0,0.726000,132.484000,"pop,2018,rupauls drag race,rupaulsdragrace,pop,rupauls drag race,rupaulsdragrace","pop,pop",en,RLN1ZXf6uo75GKLo
RLgVI5jX9xV16AMj,025UUQA6NowbZynZU3Hv0u,dodie,I Have A Hole In My Tooth (And My Dentist is Shut),Intertwined - EP,2016,40000,43.000000,0.721000,0.499000,2,1,0.975000,159.819000,"indie,folk,alternative,music,2016,pop","folk,pop",en,RLgVI5jX9xV16AMj
RLjniJEpmhGFbhON,5WmiLoRHqFChpwaeep4nzM,Snakadaktal,Fall Underneath,Sleep In The Water,2013,255021,42.000000,0.580000,0.669000,0,1,0.617000,187.995000,"dream pop,indie,synthpop","dream pop,synthpop",en,RLjniJEpmhGFbhON
RLmMiQIeDpMf2u2P,1JBqmBdxUpClYmW3zCCHCW,Pet Shop Boys,happiness,Super,2016,244627,32.000000,0.679000,0.901000,9,0,0.555000,119.987000,"electronic,dance,edm,electro","electronic,edm,electro",en,RLmMiQIeDpMf2u2P
RLr5e7MmIsMyGzLR,1ZY1PqizIl78geGM4xWlEA,Taylor Swift,Gorgeous,reputation,2017,209680,64.000000,0.800000,0.535000,7,1,0.451000,92.027000,"pop,taylor swift",pop,en,RLr5e7MmIsMyGzLR
RLvFvbk3Eko3b91c,6z6IXculzms9CMTcPGlUsE,Lenny Kravitz,It's Enough,It's Enough,2018,474853,43.000000,0.676000,0.866000,2,0,0.910000,175.351000,"rock,soul,10s,american","rock,soul",en,RLvFvbk3Eko3b91c
RLvMjUi571V2EMJs,67IeJZjusctpBofyLexxHc,Eva Simons,The One,The One,2018,154121,17.000000,0.596000,0.850000,9,0,0.594000,102.972000,"pop,dance,electronic,female vocalists,rnb,electro","pop,electronic,electro",en,RLvMjUi571V2EMJs
RM14M5bc7jWbXEVt,4sEnZad9gvLSLkyt8DW11O,BROCKHAMPTON,QUEER,SATURATION II,2017,227648,56.000000,0.773000,0.625000,1,0,0.676000,82.004000,"rap,hip hop,hip-hop,alternative,boyband,experimental hip hop","rap,hip hop,experimental hip hop",en,RM14M5bc7jWbXEVt
RMA9s8HJNEVeFCCI,0szmjOw9XbtbQYWz0GvXSp,Tall Heights,Horse to Water,Neptune,2016,244960,60.000000,0.517000,0.622000,6,0,0.510000,96.964000,"folk,hairy chest",folk,en,RMA9s8HJNEVeFCCI
RMax1WPFxWHQWVIn,6arEFPly9guhGLgoWkjbc8,Allman Brown,Moonlight,Moonlight,2018,253039,41.000000,0.423000,0.333000,2,1,0.095400,83.019000,"indie,folk,hairy chest,hunks",folk,en,RMax1WPFxWHQWVIn
RMbq7XtxkfKRZQNd,1xsEBFwx0q55ZDQm67np1m,Simple Plan,I Refuse,Taking One For The Team,2016,198600,34.000000,0.462000,0.969000,8,1,0.495000,75.012000,"rock,punk,pop punk,punk rock,2010s","rock,punk,pop punk",en,RMbq7XtxkfKRZQNd
RMebcNDVGRUj8Ybm,1cKfbgfOojLCCBTYvH6J57,Empire of the Sun,Way To Go,Two Vines,2016,192147,48.000000,0.590000,0.867000,2,1,0.617000,122.582000,"poptron,electronic,synthpop,australian","electronic,synthpop",en,RMebcNDVGRUj8Ybm
RMjvdNciJmbu0eyL,5j8lazIFQ2pcCmx82Q9JOi,NoMBe,Sex on Drugs,They Might've Even Loved Me,2018,191000,42.000000,0.551000,0.386000,0,1,0.333000,138.041000,"indie,german,electronic,alternative,indie pop","electronic,indie pop",en,RMjvdNciJmbu0eyL
RMzh7SW74mBhm7X7,1GJL1JHhqk2IBkt80hcb2p,Sleigh Bells,Favorite Transgressions,Kid Kruschev,2017,147627,24.000000,0.609000,0.920000,2,1,0.397000,100.026000,"electronic,noise pop,2017,lo-fi,experimental,female vocalists","electronic,noise pop,lo-fi,experimental",en,RMzh7SW74mBhm7X7
RN86LfVtGqMQrjn5,17NMMjZKKqQteiE2AV13T9,Brand New,Can't Get It Out,Science Fiction,2017,222960,43.000000,0.559000,0.705000,8,1,0.250000,97.993000,"emo,rock,indie rock,alternative rock,best of 2017,4 stars","emo,rock,indie rock,alternative rock",en,RN86LfVtGqMQrjn5
RNY6DoxkLbLCr99K,4LMapiNyCSW9kY96KOX8ge,Glass Candy,The Possessed,Warm In The Winter,2013,350160,18.000000,0.502000,0.629000,9,1,0.616000,181.572000,"electronic,indie,synthpop,shoegaze,female vocalists,portland","electronic,synthpop,shoegaze",en,RNY6DoxkLbLCr99K
RNYoTRkFQ0q5XERZ,5mjXwbpi0NDeMqmNDoT0pP,Demi Lovato,You Don't Do It for Me Anymore,Tell Me You Love Me (Deluxe),2017,197720,60.000000,0.580000,0.436000,5,0,0.124000,127.914000,"pop,soul,american,amazing,2017 single,hino da porra","pop,soul",en,RNYoTRkFQ0q5XERZ
ROSlKrKrMBTvoT2S,5kqVCS0pTuFomjxampGyep,Bryce Fox,Burn Fast,Burn Fast,2016,186630,40.000000,0.596000,0.578000,1,1,0.412000,87.009000,"singer-songwriter,alternative,american",singer-songwriter,en,ROSlKrKrMBTvoT2S
ROV1EEmjoRmLETKB,3IpGVLqOyhPrbhqSpUs0dc,Aitch,Wait,Wait,2019,216000,59.000000,0.850000,0.632000,7,1,0.467000,75.028000,"rap,hip hop,uk,trap","rap,hip hop",en,ROV1EEmjoRmLETKB
ROfYdgilicAL7jWi,266IIumrVN7EGGnPCgG5qE,Kylie Minogue,Je Ne Sais Pas Pourquoi,Step Back in Time: The Definitive Collection,2019,242347,34.000000,0.720000,0.865000,7,1,0.580000,116.070000,"pop,80s,female vocalists,kylie minogue",pop,en,ROfYdgilicAL7jWi
ROvNEZtLoXogrEOY,4HXQYL0GGqmjr1ILXxwm0X,Kurt Vile,Puppet to the Man,Smoke Ring For My Halo,2011,232133,28.000000,0.568000,0.925000,2,0,0.570000,109.169000,"indie,alternative,rock,mellow,lo-fi,psychedelic,fip","rock,lo-fi",en,ROvNEZtLoXogrEOY
RPmWvNfWjSNfwcay,74fpNVAJrKGQuqHETi4WSt,Lorde,Tennis Court,Pure Heroine,2013,198907,64.000000,0.764000,0.547000,0,1,0.402000,89.993000,"pop,electronic,indie,indietronica,lorde","pop,electronic,indietronica",en,RPmWvNfWjSNfwcay
RPyJhqKectG27vi6,6Ur6u4Ici7NYBiuGEEkNMP,lil skies,Flooded,Shelby,2019,115722,60.000000,0.714000,0.636000,8,1,0.520000,166.049000,rap,rap,en,RPyJhqKectG27vi6
RQ1BHekh1LzgZ5hm,6cSGSXvgioQxGQbM9VRe1G,Jessie J,Do It Like a Dude,Who You Are (Platinum Edition),2011,195240,47.000000,0.663000,0.844000,2,1,0.378000,140.041000,"pop,jessie j,female vocalists,hip hop","pop,hip hop",en,RQ1BHekh1LzgZ5hm
RQ3AhAVJpR6hdhFS,0Gu3ftWoA5mdwcAjMvLFG9,Kings of Leon,Muchacho,WALLS,2016,189960,51.000000,0.773000,0.602000,10,0,0.507000,118.366000,"indie,southern rock,indie rock,friendly","southern rock,indie rock",en,RQ3AhAVJpR6hdhFS
RQ4ZF9bRVhym115p,1s9xuJxhYM0LdVqksjegcg,Twenty One Pilots,Fairly Local,Blurryface,2015,207160,66.000000,0.715000,0.723000,6,0,0.479000,114.985000,"indie,alternative,best of 2015,amazing,alternative,electronic,indie",electronic,en,RQ4ZF9bRVhym115p
RQGLg2zELrrSJSAl,1WSF2SjtfkV8LjTlF8uCZH,Gabrielle Aplin,Start of Time,English Rain,2013,239856,45.000000,0.453000,0.461000,0,0,0.084400,106.840000,"teen wolf,singer-songwriter,stydia,soundtrack","singer-songwriter,soundtrack",en,RQGLg2zELrrSJSAl
RQON3bvPSvC3z5YH,11i8sjVRCEvAvewv4kFbSx,Limp Bizkit,Angels,Gold Cobra (Deluxe),2011,202613,33.000000,0.682000,0.639000,5,1,0.900000,99.993000,"rock,alternative rock,alternative,limp bizkit","rock,alternative rock",en,RQON3bvPSvC3z5YH
RQv63ECDURN0oOyA,4DbnKBddcHUHbYpidc36AT,Lil Peep,The Brightside,"Come Over When You're Sober, Pt. 1",2017,216041,66.000000,0.646000,0.640000,3,0,0.882000,134.030000,"hip-hop,rap,post-emo",rap,en,RQv63ECDURN0oOyA
RQyOdh9lGDhVofnz,6IIR1rP09oQtdiIfUhIxiN,King Dude,I Wanna Die At 69,Sex,2016,330613,31.000000,0.384000,0.846000,1,1,0.371000,97.755000,"pop,satanic pop,love at first listen,anthem,hino,japanese","pop,anthem",en,RQyOdh9lGDhVofnz
RR9GlFzhPs5FvdAU,6F7AHcIWj4w9HMxi3evuMz,Gnash,u only call me when it's raining out,U,2015,134113,45.000000,0.872000,0.771000,7,1,0.537000,80.070000,"pop,rock,grunge,american,grunge rock,gnash","pop,rock,grunge",en,RR9GlFzhPs5FvdAU
RRGs4Dse6OK7QZ7X,1AoZDUxC9OkKHKlNjMOwua,Eden xo,Have It All,The Question,2019,235000,24.000000,0.613000,0.771000,1,1,0.436000,99.028000,"pop,electronic,female vocalists,dance,jessie and the toy boys,jessie malakouti","pop,electronic",en,RRGs4Dse6OK7QZ7X
RRHVR8EEYczo5tKN,2OtcGlYvI7rMGNJKG6pDLg,Greyson Chance,Afterlife,Afterlife,2015,196911,36.000000,0.487000,0.734000,0,1,0.308000,171.987000,"pop,piano,male vocalists,teen pop,blues","pop,teen pop,blues",en,RRHVR8EEYczo5tKN
