rank,track_id,lead_genre,matched_genres,matched_tags,final_score,tempo_similarity,tempo_contribution,loudness_similarity,loudness_contribution,key_similarity,key_contribution,mode_similarity,mode_contribution,lead_genre_similarity,lead_genre_contribution,genre_overlap_similarity,genre_overlap_contribution,tag_overlap_similarity,tag_overlap_contribution
838,TRARIIY128F147187D,hard rock,hard rock|80s|rock,hard rock|80s|rock,0.207608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339436,0.104917,0.313779,0.102691
839,TRAZDGW128F424A4A3,bon jovi cover,80s|hard rock|rock,80s|hard rock|rock,0.207608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339436,0.104917,0.313779,0.102691
840,TRBFJKU12903CEDB0C,psychedelic,rock|80s|hard rock,rock|80s|hard rock,0.207608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339436,0.104917,0.313779,0.102691
841,TRBFUXQ128F145B135,hard rock,hard rock|80s|rock,hard rock|80s|rock,0.207608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339436,0.104917,0.313779,0.102691
842,TRAGQLG128F9351109,drjazzmrfunkmusic,80s|rock|new wave,80s|rock|new wave,0.207318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.338962,0.10477,0.313341,0.102548
843,TRAMAKK128F9301EE4,80s,80s|new wave|rock,80s|new wave|rock,0.207318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.338962,0.10477,0.313341,0.102548
844,TRAUNEL128F1467D5C,new wave,new wave|rock|80s,new wave|rock|80s,0.207318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.338962,0.10477,0.313341,0.102548
845,TRAYESZ128F1458FAE,post-punk,80s|new wave|rock,80s|new wave|rock,0.207318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.338962,0.10477,0.313341,0.102548
846,TRBBAHD128F428E0FE,post-punk,80s|new wave|rock,80s|new wave|rock,0.207318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.338962,0.10477,0.313341,0.102548
847,TRBDNIZ128E0781CCF,80s,80s|new wave|rock,80s|new wave|rock,0.207318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.338962,0.10477,0.313341,0.102548
848,TRACAUP128F931AC60,instrumental,classical|rock,classical|rock,0.204967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.335117,0.103582,0.309787,0.101385
849,TRACCUS128F92E1FEB,instrumental,rock|classical,rock|classical,0.204967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.335117,0.103582,0.309787,0.101385
850,TRBEQFT128F146BD6D,soundtrack,classical|rock,classical|rock,0.204967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.335117,0.103582,0.309787,0.101385
851,TRAVYXL128EF34722F,doom metal,progressive rock|rock,italian|progressive rock|rock,0.194667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298397,0.092232,0.312996,0.102435
852,TRBARSX12903D03AE5,soul,classical|pop,classical|pop|singer-songwriter,0.19392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.296491,0.091643,0.312513,0.102277
853,TRAAFMS128F933AB23,rock argentino,rock|80s,rock|80s|singer-songwriter,0.189242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288843,0.089279,0.305443,0.099963
854,TRAGLMS128F425FE0A,christian,80s|classic rock,80s|classic rock,0.18618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304401,0.094088,0.281393,0.092092
855,TRARBJW128E0788A1A,1988,80s|classic rock,80s|classic rock,0.18618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304401,0.094088,0.281393,0.092092
856,TRATQQQ128F93084BE,soundtrack,80s|classic rock,80s|classic rock,0.18618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304401,0.094088,0.281393,0.092092
857,TRADDRF128F145869F,new wave,new wave|80s|pop,new wave|80s|pop,0.183693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.300336,0.092831,0.277635,0.090862
858,TRAMMDO128E0781A5D,new wave,new wave|80s|pop,new wave|80s|pop,0.183693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.300336,0.092831,0.277635,0.090862
859,TRAVZWX128F92EC110,80s,80s|new wave|pop,80s|new wave|pop,0.183693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.300336,0.092831,0.277635,0.090862
860,TRAXLZU12903D05F94,80s,80s|pop|new wave,80s|pop|new wave,0.183693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.300336,0.092831,0.277635,0.090862
861,TRABCXB128F4286BD3,guitar virtuoso,rock|progressive rock,rock|progressive rock,0.182508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298397,0.092232,0.275842,0.090276
862,TRAEADK128F4270AA6,ambient,progressive rock|rock,progressive rock|rock,0.182508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298397,0.092232,0.275842,0.090276
863,TRAHUZS12903C9D9DD,nu metal,progressive rock|rock,progressive rock|rock,0.182508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298397,0.092232,0.275842,0.090276
864,TRAJXNB128F4261F43,guitar virtuoso,rock|progressive rock,rock|progressive rock,0.182508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298397,0.092232,0.275842,0.090276
865,TRALDDK128F9300AC5,post-hardcore,rock|progressive rock,rock|progressive rock,0.182508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298397,0.092232,0.275842,0.090276
866,TRANCJG128F14528B4,post-hardcore,rock|progressive rock,rock|progressive rock,0.182508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298397,0.092232,0.275842,0.090276
867,TRANJGM128F427A41B,symphonic metal,progressive rock|rock,progressive rock|rock,0.182508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298397,0.092232,0.275842,0.090276
868,TRARVEY128F9300AC3,post-hardcore,rock|progressive rock,rock|progressive rock,0.182508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298397,0.092232,0.275842,0.090276
869,TRASBZK128F42692CA,metal,rock|progressive rock,rock|progressive rock,0.182508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298397,0.092232,0.275842,0.090276
870,TRASQHA128F4280A1D,guitar virtuoso,rock|progressive rock,rock|progressive rock,0.182508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298397,0.092232,0.275842,0.090276
871,TRAVYPH128F149B902,african,rock|progressive rock,rock|progressive rock,0.182508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298397,0.092232,0.275842,0.090276
872,TRAWFYX12903CA4766,favourites,progressive rock|rock,progressive rock|rock,0.182508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298397,0.092232,0.275842,0.090276
873,TRAXDFV128F93180C0,post-rock,progressive rock|rock,progressive rock|rock,0.182508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298397,0.092232,0.275842,0.090276
874,TRAXXWU12903CF2094,gothic metal,progressive rock|rock,progressive rock|rock,0.182508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298397,0.092232,0.275842,0.090276
875,TRBBMIF12903CA1EB0,exploding chimney,progressive rock|rock,progressive rock|rock,0.182508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298397,0.092232,0.275842,0.090276
876,TRBGFXC12903D01967,gothic metal,progressive rock|rock,progressive rock|rock,0.182508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298397,0.092232,0.275842,0.090276
877,TRBHKXX128F4252D02,alternative,rock|progressive rock,rock|progressive rock,0.182508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298397,0.092232,0.275842,0.090276
878,TRAEBQO128F933C48A,1960s,classical|pop,classical|pop,0.181342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.296491,0.091643,0.274081,0.089699
879,TRATCLI128F422BCF8,soft vocals,classical|pop,classical|pop,0.181342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.296491,0.091643,0.274081,0.089699
880,TRAUORF128F424D160,african,classical|pop,classical|pop,0.181342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.296491,0.091643,0.274081,0.089699
881,TRASFNS128F145247D,indie rock,rock|hard rock|new wave,rock|hard rock|new wave,0.178632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.292061,0.090273,0.269985,0.088359
882,TRADYFD12903CE4161,punk,80s|rock,80s|rock,0.176664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288843,0.089279,0.267011,0.087385
883,TRAEXEA128F933C67D,canadian,80s|rock,80s|rock,0.176664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288843,0.089279,0.267011,0.087385
884,TRAFBML128F93163FB,1988,rock|80s,rock|80s,0.176664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288843,0.089279,0.267011,0.087385
885,TRAJNIL12903D15541,punk,rock|80s,rock|80s,0.176664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288843,0.089279,0.267011,0.087385
886,TRALBOZ128F4251490,punk,80s|rock,80s|rock,0.176664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288843,0.089279,0.267011,0.087385
887,TRALENK128F92F39E9,hardcore,80s|rock,80s|rock,0.176664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288843,0.089279,0.267011,0.087385
888,TRANDEK128F4259EBC,punk,rock|80s,rock|80s,0.176664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288843,0.089279,0.267011,0.087385
889,TRAOHPG12903CE4155,punk,rock|80s,rock|80s,0.176664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288843,0.089279,0.267011,0.087385
890,TRAPBSY128F4282B60,reggae,80s|rock,80s|rock,0.176664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288843,0.089279,0.267011,0.087385
891,TRAPEHR128E0786D5A,industrial,rock|80s,rock|80s,0.176664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288843,0.089279,0.267011,0.087385
892,TRARHCB128F148D1B0,horror punk,rock|80s,rock|80s,0.176664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288843,0.089279,0.267011,0.087385
893,TRARMHA128F92E7D32,punk,rock|80s,rock|80s,0.176664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288843,0.089279,0.267011,0.087385
894,TRARREF128F422FD96,punk,80s|rock,80s|rock,0.176664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288843,0.089279,0.267011,0.087385
895,TRASXZE128F427F156,indie pop,80s|rock,80s|rock,0.176664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288843,0.089279,0.267011,0.087385
896,TRAULZG128F425E06C,punk,rock|80s,rock|80s,0.176664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288843,0.089279,0.267011,0.087385
897,TRAUMNH128F92FB67F,blues rock,rock|80s,rock|80s,0.176664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288843,0.089279,0.267011,0.087385
898,TRBAAOT128F4261A18,80s,80s|rock,80s|rock,0.176664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288843,0.089279,0.267011,0.087385
899,TRBAPVL128F428CD92,old school,80s|rock,80s|rock,0.176664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288843,0.089279,0.267011,0.087385
900,TRBDHUR128F423EC48,80s,80s|rock,80s|rock,0.176664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288843,0.089279,0.267011,0.087385
901,TRBEHEY128F92C2852,guitar,rock|80s,rock|80s,0.176664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288843,0.089279,0.267011,0.087385
902,TRBGNAF128F9339532,rock argentino,rock|80s,rock|80s,0.176664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288843,0.089279,0.267011,0.087385
903,TRAETAG128F93385AE,chanson francaise,pop|80s,pop|singer-songwriter|80s,0.165618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.250217,0.07734,0.269737,0.088278
904,TRAKTWZ128EF35E206,80s,80s|pop,80s|pop|singer-songwriter,0.165618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.250217,0.07734,0.269737,0.088278
905,TRAMBHU128F425A620,80s,80s|pop,80s|pop|singer-songwriter,0.165618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.250217,0.07734,0.269737,0.088278
906,TRAMFFW128F4263AD7,soft rock,80s|pop,80s|singer-songwriter|pop,0.165618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.250217,0.07734,0.269737,0.088278
907,TRAVMRI128F4259E76,soul,80s|pop,80s|pop|singer-songwriter,0.165618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.250217,0.07734,0.269737,0.088278
908,TRAWGXD128F428A36B,country,pop|80s,pop|80s|singer-songwriter,0.165618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.250217,0.07734,0.269737,0.088278
909,TRAYZBA128F4264551,female vocalists,pop|80s,pop|singer-songwriter|80s,0.165618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.250217,0.07734,0.269737,0.088278
910,TRBCNGI128F42597B4,soul,pop|80s,pop|80s|singer-songwriter,0.165618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.250217,0.07734,0.269737,0.088278
911,TRBDXIM128F427ABDA,michael jackson,pop|80s,pop|80s|singer-songwriter,0.165618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.250217,0.07734,0.269737,0.088278
912,TRAGTXE128F4229231,hard rock,hard rock|classic rock,hard rock|classic rock,0.157494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2575,0.079591,0.238037,0.077903
913,TRBCGXN128F148C0CD,glam rock,hard rock|classic rock,hard rock|classic rock,0.157494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2575,0.079591,0.238037,0.077903
914,TRBHKUE128F429215D,british hard rock,classic rock|hard rock,classic rock|hard rock,0.157494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2575,0.079591,0.238037,0.077903
915,TRAHVRW128F92F15FE,classic country,pop|80s,pop|80s,0.153039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.250217,0.07734,0.231304,0.075699
916,TRAHXKA128F426E903,80s,80s|pop,80s|pop,0.153039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.250217,0.07734,0.231304,0.075699
917,TRAJHHJ128F4279625,tantotempotaste,80s|pop,80s|pop,0.153039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.250217,0.07734,0.231304,0.075699
918,TRALNOD128F4264AEB,80s,80s|pop,80s|pop,0.153039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.250217,0.07734,0.231304,0.075699
919,TRAPPUJ128F931B3D1,ndw,80s|pop,80s|pop,0.153039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.250217,0.07734,0.231304,0.075699
920,TRAQRTQ128F42707EA,80s,80s|pop,80s|pop,0.153039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.250217,0.07734,0.231304,0.075699
921,TRAWFZB128F92FFB99,80s,80s|pop,80s|pop,0.153039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.250217,0.07734,0.231304,0.075699
922,TRAWTUV128F426DD46,madchester,80s|pop,80s|pop,0.153039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.250217,0.07734,0.231304,0.075699
923,TRAZSJY128F92CCEA0,80s,80s|pop,80s|pop,0.153039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.250217,0.07734,0.231304,0.075699
924,TRBBMHE128EF341D09,80s,80s|pop,80s|pop,0.153039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.250217,0.07734,0.231304,0.075699
925,TRBBOUN128F425A4E6,90s,pop|80s,pop|80s,0.153039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.250217,0.07734,0.231304,0.075699
926,TRBDCAB128F92F7EE4,1980s,80s|pop,80s|pop,0.153039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.250217,0.07734,0.231304,0.075699
927,TRBHLTT128F425C30D,reggae,80s|pop,80s|pop,0.153039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.250217,0.07734,0.231304,0.075699
928,TRBIANT128F425C487,80s,80s|pop,80s|pop,0.153039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.250217,0.07734,0.231304,0.075699
929,TRBIGRY128F42597B3,soul,pop|80s,pop|80s,0.153039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.250217,0.07734,0.231304,0.075699
930,TRAAGPJ128F428CD1B,stoner rock,rock|hard rock,rock|hard rock,0.147978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241942,0.074782,0.223655,0.073196
931,TRAAJJG128F4284B27,alternative rock,rock|hard rock,rock|hard rock,0.147978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241942,0.074782,0.223655,0.073196
932,TRAASUZ128F9314950,nu metal,rock|hard rock,rock|hard rock,0.147978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241942,0.074782,0.223655,0.073196
933,TRAATGM12903C9CD7C,alternative,hard rock|rock,hard rock|rock,0.147978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241942,0.074782,0.223655,0.073196
934,TRABHVL128F92EFB0E,metalcore,rock|hard rock,rock|hard rock,0.147978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241942,0.074782,0.223655,0.073196
935,TRABUMO12903CBE25F,metal,hard rock|rock,hard rock|rock,0.147978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241942,0.074782,0.223655,0.073196
936,TRACCVZ128F4291A8A,progressive metal,rock|hard rock,rock|hard rock,0.147978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241942,0.074782,0.223655,0.073196
937,TRACOHQ128F424C5EF,metalcore,hard rock|rock,hard rock|rock,0.147978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241942,0.074782,0.223655,0.073196
938,TRACTIE128F92E473B,grunge,rock|hard rock,rock|hard rock,0.147978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241942,0.074782,0.223655,0.073196
939,TRACWBO128F92F322F,blues,rock|hard rock,rock|hard rock,0.147978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241942,0.074782,0.223655,0.073196
940,TRADFID128F4267231,grunge,rock|hard rock,rock|hard rock,0.147978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241942,0.074782,0.223655,0.073196
941,TRADFII128F931FC9F,thrash metal,rock|hard rock,rock|hard rock,0.147978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241942,0.074782,0.223655,0.073196
942,TRADHLI128F428FEFD,punk,hard rock|rock,hard rock|rock,0.147978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241942,0.074782,0.223655,0.073196
943,TRAECVW128E078884D,hardcore,rock|hard rock,rock|hard rock,0.147978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241942,0.074782,0.223655,0.073196
944,TRAEGFX12903CF8E7B,hard rock,hard rock|rock,hard rock|rock,0.147978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241942,0.074782,0.223655,0.073196
945,TRAEOUE128F93187B9,alternative metal,hard rock|rock,hard rock|rock,0.147978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241942,0.074782,0.223655,0.073196
946,TRAFAJC128E078888B,stoner rock,rock|hard rock,rock|hard rock,0.147978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241942,0.074782,0.223655,0.073196
947,TRAGNGY12903C9CD76,hard rock,hard rock|rock,hard rock|rock,0.147978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241942,0.074782,0.223655,0.073196
948,TRAGOVG128F42A963D,nu metal,rock|hard rock,rock|hard rock,0.147978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241942,0.074782,0.223655,0.073196
949,TRAGTUL12903CC81E8,mathcore,rock|hard rock,rock|hard rock,0.147978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241942,0.074782,0.223655,0.073196
950,TRAGYDZ12903D0957F,grunge,rock|hard rock,rock|hard rock,0.147978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241942,0.074782,0.223655,0.073196
951,TRAHHVA128F424ED80,glam rock,hard rock|rock,hard rock|rock,0.147978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241942,0.074782,0.223655,0.073196
952,TRAHUQT128F4281228,cover,hard rock|rock,hard rock|rock,0.147978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241942,0.074782,0.223655,0.073196
953,TRAHXGG128F9350452,nu metal,rock|hard rock,rock|hard rock,0.147978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241942,0.074782,0.223655,0.073196
954,TRAIAMS128EF34DC1B,hard rock,hard rock|rock,hard rock|rock,0.147978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241942,0.074782,0.223655,0.073196
955,TRAIHPX128F428081B,alternative rock,rock|hard rock,rock|hard rock,0.147978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241942,0.074782,0.223655,0.073196
956,TRAIJMG12903D08168,grunge,rock|hard rock,rock|hard rock,0.147978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241942,0.074782,0.223655,0.073196
957,TRAJAZP128F4290FF9,progressive metal,rock|hard rock,rock|hard rock,0.147978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241942,0.074782,0.223655,0.073196
958,TRAKNBW128F4249FD8,punk,hard rock|rock,hard rock|rock,0.147978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241942,0.074782,0.223655,0.073196
959,TRANLRX128F4259030,industrial,rock|hard rock,rock|hard rock,0.147978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241942,0.074782,0.223655,0.073196
960,TRAPGKY128F42972A9,post-hardcore,rock|hard rock,rock|hard rock,0.147978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241942,0.074782,0.223655,0.073196
961,TRAQEVV128EF34E413,alternative rock,rock|hard rock,rock|hard rock,0.147978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241942,0.074782,0.223655,0.073196
962,TRAQSPU128F422146B,cover,hard rock|rock,hard rock|rock,0.147978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241942,0.074782,0.223655,0.073196
963,TRARANL128F1478789,punk rock,rock|hard rock,rock|hard rock,0.147978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241942,0.074782,0.223655,0.073196
964,TRARKRC128E0791D82,hard rock,hard rock|rock,hard rock|rock,0.147978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241942,0.074782,0.223655,0.073196
965,TRARUOP12903CF2384,metalcore,rock|hard rock,rock|hard rock,0.147978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241942,0.074782,0.223655,0.073196
966,TRASAIH128F931F567,post-hardcore,rock|hard rock,rock|hard rock,0.147978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241942,0.074782,0.223655,0.073196
967,TRASLHI128EF343C84,indie,rock|hard rock,rock|hard rock,0.147978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241942,0.074782,0.223655,0.073196
968,TRAUXSO128F42B863C,grunge,rock|hard rock,rock|hard rock,0.147978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241942,0.074782,0.223655,0.073196
969,TRAVOVP128E078512B,nu metal,hard rock|rock,hard rock|rock,0.147978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241942,0.074782,0.223655,0.073196
970,TRAVQBP128F145BB9B,alternative rock,rock|hard rock,rock|hard rock,0.147978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241942,0.074782,0.223655,0.073196
971,TRAVRPL128F145E874,hard rock,hard rock|rock,hard rock|rock,0.147978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241942,0.074782,0.223655,0.073196
972,TRAVVIV128F932617C,ballad,hard rock|rock,hard rock|rock,0.147978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241942,0.074782,0.223655,0.073196
973,TRAWBOE128F92F2F46,grunge,rock|hard rock,rock|hard rock,0.147978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241942,0.074782,0.223655,0.073196
